taxon_name,clean_name,action
Akebia,Akebia,update
Alangium,Alangium,update
Albizia,Albizia,update
Alchemilla,Alchemilla,update
Alchemilla group,Alchemilla type,update
Alchemilla pentaphylla,Alchemilla pentaphylla,update
Alchemilla pentaphylla type,Alchemilla pentaphylla type,update
Alchemilla type,Alchemilla type,update
Alchemilla-type,Alchemilla type,update
Alchornea,Alchornea,update
Alchornea cf latifolia,Alchornea latifolia type,update
Alchornea sp,Alchornea,update
Alhagi,Alhagi,update
Alkanna,Alkanna,update
Alkanna type,Alkanna type,update
Allium,Allium,update
Allium p,Allium,update
Allium type,Allium type,update
Allium ursinum type,Allium ursinum type,update
Allium vineale,Allium vineale,update
Allium-type,Allium type,update
Allophylus,Allophylus,update
Allophylus abyssinicus type,Allophylus abyssinicus type,update
Alnus,Alnus,update
Alnus alnobetula,Alnus alnobetula,update
Alnus alnobetula subsp crispa,Alnus alnobetula subsp crispa,update
Alnus alnobetula subsp fruticosa,Alnus alnobetula subsp fruticosa,update
Alnus glutinosa,Alnus glutinosa,update
Alnus glutinosa type,Alnus glutinosa type,update
Alnus glutinosa-type,Alnus glutinosa type,update
Alnus glutinosa/Alnus incana,Alnus glutinosa/Alnus incana,update
Alnus hirsuta,Alnus hirsuta,update
Alnus incana,Alnus incana,update
Alnus incana type,Alnus incana type,update
Alnus incana/Alnus cordata type,Alnus incana/Alnus cordata type,update
Alnus non-viridis,Alnus,update
Alnus type,Alnus type,update
Alnus viridis,Alnus alnobetula,update
Alnus viridis subsp fruticosa,Alnus alnobetula subsp fruticosa,update
Alocasia,Alocasia,update
Aloe type,Aloe type,update
Alopecurus,Alopecurus,update
Alternanthera,Alternanthera,update
Alternthera,Alternanthera,update
Altingiaceae,Altingiaceae,update
Alyxia,Alyxia,update
Amaranth/Chenopod,Amaranthaceae,update
Amaranthaceae,Amaranthaceae,update
Amaranthaceae/Chenopod,Amaranthaceae,update
Amaranthaceae/Chenopodiaceae,Amaranthaceae,update
Amaranthus,Amaranthus,update
Amaryllidaceae,Amaryllidaceae,update
Ambrosia,Ambrosia,update
Ambrosia artemisiifolia type,Ambrosia artemisiifolia type,update
Ambrosia maritima,Ambrosia maritima,update
Ambrosia type,Ambrosia type,update
Ambrosia-type,Ambrosia type,update
Ambrosia/Xanthium,Ambrosia/Xanthium,update
Ambrosieae,Asteroideae,update
Ammi type,Ammi type,update
Amorpha fruticosa,Amorpha fruticosa,update
Amygdaloideae,Amygdaloideae,update
Amygdalus,Amygdalus,update
Anabasis,Anabasis,update
Anacardiaceae,Anacardiaceae,update
Anagallis,Anagallis,update
Anagallis arvensis,Anagallis arvensis,update
Anagallis arvensis type,Anagallis arvensis type,update
Anagallis tenella,Anagallis tenella,update
Anagallis tenella type,Anagallis tenella type,update
Anagallis type,Anagallis type,update
Anchusa,Anchusa,update
Anchusa arvensis,Anchusa arvensis,update
Anchusa officinalis,Anchusa officinalis,update
Anchusa Pulmonaria,Anchusa/Pulmonaria,update
Anchusa type,Anchusa type,update
Ancistrophyllum seclorum,Ancistrophyllum secundiflorum,update
Ancistrophyllum secundiflorum,Ancistrophyllum secundiflorum,update
Andrachne,Andrachne,update
Andrachne telephioides,Andrachne telephioides,update
Andromeda,Andromeda,update
Androsace,Androsace,update
Androsace elongata type,Androsace elongata,update
Androsaceae,Androsaceae,update
Anemia sp.,Anemia,update
Anemone,Anemone,update
Anemone hortensis,Anemone hortensis,update
Anemone nemorosa,Anemone nemorosa,update
Anemone nemorosa type,Anemone nemorosa type,update
Anemone nemorosa type/Hepatica nobilis,Anemone nemorosa type/Hepatica nobilis,update
Anemone nemorosa-type,Anemone nemorosa type,update
Anemone nemorosa/Anemone ranunculoides,Anemone nemorosa/Anemone ranunculoides,update
Anemone type,Anemone type,update
Anethum,Anethum,update
Anethum graveolens,Anethum graveolens,update
Angelica,Angelica,update
Angelica archangelica,Angelica archangelica,update
Angelica sylvestris,Angelica sylvestris,update
Angelica type,Angelica type,update
Anisosciadium type,Anisosciadium type,update
Annona,Annona,update
Annonaceae,Annonaceae,update
Anodendron,Anodendron,update
Anogramma leptophylla,Anogramma leptophylla,update
Anopyxis,Anopyxis,update
Antennaria,Antennaria,update
Antennaria type,Antennaria type,update
Anthemis,Anthemis,update
Anthemis arvensis type,Anthemis arvensis type,update
Anthemis arvensis type,Anthemis arvensis type,update
Anthemis type,Anthemis type,update
Anthemis-type,Anthemis type,update
Anthericum,Anthericum,update
Anthericum type,Anthericum type,update
Anthericum-type,Anthericum type,update
Anthocleista,Anthocleista,update
Anthocleista sp,Anthocleista,update
Anthonota,Anthonotha,update
Anthonotha sp,Anthonotha,update
Anthospermum,Anthospermum,update
Anthospermum-type,Anthospermum type,update
Anthostema,Anthostema,update
Anthoxanthum,Anthoxanthum,update
Anthriscus,Anthriscus,update
Anthriscus sylvestris,Anthriscus sylvestris,update
Anthriscus sylvestris type,Anthriscus sylvestris type,update
Anthriscus sylvestris-type,Anthriscus sylvestris type,update
Anthriscus type,Anthriscus type,update
Anthyllis,Anthyllis,update
Antiaris,Antiaris,update
Antidesma,Antidesma,update
Antidesma sp,Antidesma,update
Antidesma venosum,Antidesma venosum,update
Antiotrema,Antiotrema,update
Antirrhinum type,Antirrhinum type,update
Antirrhinum/Linaria,Antirrhinum/Linaria,update
Aphanamixis,Aphanamixis,update
Aphananthe/Celtis,Aphananthe/Celtis,update
Apiaceae,Apiaceae,update
Apiaceae indet.,Apiaceae,update
Apiaceae types 2&3,Apiaceae,update
Apium,Apium,update
Apium inundatum type,Apium inundatum type,update
Apium inundatum-type,Apium inundatum type,update
Apium type,Apium type,update
Apium-type,Apium type,update
Apium/Berula,Apium/Berula,update
Apocynaceae,Apocynaceae,update
Apocynum,Apocynum,update
Apodytes,Apodytes,update
Apodytes dimidiata,Apodytes dimidiata,update
Aporosa,Aporosa,update
Aquifoliaceae,Aquifoliaceae,update
Aquilegia,Aquilegia,update
Aquilegia type,Aquilegia type,update
Arabidopsis,Arabidopsis,update
Arabis,Arabis,update
Araceae,Araceae,update
Aralia,Aralia,update
Araliaceae,Araliaceae,update
Arbutus,Arbutus,update
Arbutus type,Arbutus type,update
Arbutus unedo,Arbutus unedo,update
Arbutus-type,Arbutus type,update
Arceuthobium,Arceuthobium,update
Arceuthobium oxycedri,Arceuthobium oxycedri,update
Arceuthobium type,Arceuthobium type,update
Arctium,Arctium,update
Arctium Jurinea,Arctium/Jurinea,update
Arctium type,Arctium type,update
Arctium/Jurinea,Arctium/Jurinea,update
Arctostaphylos,Arctostaphylos,update
Arctostaphylos alpinus,Arctostaphylos alpinus,update
Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,update
Ardisia,Ardisia,update
Areca,Areca,update
Arecaceae,Arecaceae,update
Arecaceae undiff.,Arecaceae,update
Arenaria,Arenaria,update
Arenaria type,Arenaria type,update
Argania spinosa,Argania spinosa,update
Argemone,Argemone,update
Argostemma,Argostemma,update
Arisaema,Arisaema,update
Aristolochia,Aristolochia,update
Aristolochiaceae,Aristolochiaceae,update
Armeria,Armeria,update
Armeria Limonium,Armeria/Limonium,update
Armeria maritima,Armeria maritima,update
Armeria maritima subsp elongata,Armeria maritima subsp elongata,update
Armeria type,Armeria type,update
Armeria/Limonium,Armeria/Limonium,update
Armeria/Limonium type,Armeria/Limonium type,update
Arnebia type,Arnebia type,update
Arnica montana,Arnica montana,update
Artemisia,Artemisia,update
Artemisia genipii/Artemisia mutellina,Artemisia genipii/Artemisia mutellina,update
Artemisia herba alba type,Artemisia herba-alba type,update
Artemisia herba-alba type,Artemisia herba-alba type,update
Artemisia norvegica,Artemisia norvegica,update
Artemisia type,Artemisia type,update
Artemisia vulgaris type,Artemisia vulgaris type,update
Artocarpus,Artocarpus,update
Arum,Arum,update
Aruncus t.,Aruncus type,update
Aruncus type,Aruncus type,update
Asclepiadaceae,Asclepiadaceae,update
Asclepidaceae,Asclepiadaceae,update
Asparagaceae,Asparagaceae,update
Asparagus,Asparagus,update
Asparagus buchananii type,Asparagus buchananii type,update
Asparagus type,Asparagus type,update
Asperula,Asperula,update
Asperula type,Asperula type,update
Asphodelaceae,Asphodelaceae,update
Asphodeline,Asphodeline,update
Asphodelus,Asphodelus,update
Asphodelus albus,Asphodelus albus,update
Asphodelus albus type,Asphodelus albus type,update
Asphodelus fistulosus type,Asphodelus fistulosus type,update
Asphodelus type,Asphodelus type,update
Aspidium,Aspidium,update
Asplenium,Asplenium,update
Asplenium ceterach subsp ceterach,Asplenium ceterach subsp ceterach,update
Asplenium ceterach type,Asplenium ceterach type,update
Asplenium nidus,Asplenium nidus,update
Asplenium scolopendrium,Asplenium scolopendrium,update
Asplenium type,Asplenium type,update
Asplenium viride,Asplenium viride,update
Asplenium-type,Asplenium type,update
Aster,Aster,update
Aster bellidiastrum,Aster bellidiastrum,update
Aster type,Aster type,update
Aster/Achillea,Achillea/Aster,update
Aster/Achillea type,Achillea/Aster type,update
Asteraceae,Asteraceae,update
Asteraceae (echite),Asteraceae,update
Asteraceae (Liguliflorae),Asteraceae (Liguliflorae),update
Asteraceae (Tubuliflorae),Asteroideae,update
Asteraceae HS,Asteraceae,update
Asteraceae subf. Cichorioideae,Cichorioideae,update
Asteraceae-Lactucoideae,Cichorioideae,update
Asteraceae-ordinary long spine,Asteraceae,update
Asteraceae/Compositae,Asteraceae,update
Asteroideae,Asteroideae,update
Asteroideae/Carduoideae,Asteroideae/Carduoideae,update
Astomaea ,Astomaea,update
Astragalus,Astragalus,update
Astragalus alpinus,Astragalus alpinus,update
Astragalus alpinus type,Astragalus alpinus type,update
Astragalus type,Astragalus type,update
Astragalus-type,Astragalus type,update
Astrantia,Astrantia,update
Astrantia type,Astrantia type,update
Astropanax abyssinicus type,Astropanax abyssinicus type,update
Astropanax myrianthus type,Astropanax myrianthus type,update
Athamanta cretensis,Athamanta cretensis,update
Athyrium,Athyrium,update
Athyrium alpestre type,Athyrium alpestre type,update
Athyrium distentifolium,Athyrium distentifolium,update
Athyrium distentifolium type,Athyrium distentifolium type,update
Athyrium filix-femina,Athyrium filix-femina,update
Atractylodes,Atractylodes,update
Atraphaxis,Atraphaxis,update
Atriplex,Atriplex,update
Atriplex nudicaulis,Atriplex nudicaulis,update
Atriplex type,Atriplex type,update
Averrhoa,Averrhoa,update
Balanites,Balanites,update
Balanites aegyptiaca type,Balanites aegyptiaca type,update
Balbisia,Balbisia,update
Ballota,Ballota,update
Ballota type,Ballota type,update
Balsaminaceae,Balsaminaceae,update
Barbarea type,Barbarea type,update
Barbeyaceae,Barbeyaceae,update
Basilicum polystachyon type,Basilicum polystachyon type,update
Basilicum sp,Basilicum,update
Bauhinia,Bauhinia,update
Bauhinia sp,Bauhinia,update
Bellis,Bellis,update
Bellis type,Bellis type,update
Berberidaceae,Berberidaceae,update
Berberis,Berberis,update
Berberis hispanica,Berberis hispanica,update
Berberis vulgaris,Berberis vulgaris,update
Bergenia crassifolia,Bergenia crassifolia,update
Berlinia,Berlinia,update
Berlinia/Isoberlinia sp,Berlinia/Isoberlinia,update
Berula erecta,Berula erecta,update
Berula erecta type,Berula erecta type,update
Beta type,Beta type,update
Betula,Betula,update
BETULA,Betula,update
Betula alba,Betula alba,update
Betula alba type,Betula alba type,update
Betula costata,Betula costata,update
Betula dahurica,Betula dahurica,update
Betula fruticosa,Betula fruticosa,update
Betula glandulosa,Betula glandulosa,update
Betula humilis,Betula humilis,update
Betula humilis/Betula nana,Betula humilis/Betula nana,update
Betula middendorfii,Betula middendorfii,update
Betula nana,Betula nana,update
Betula nana type,Betula nana type,update
Betula pendula,Betula pendula,update
Betula pendula/Betula pubescens,Betula pendula/Betula pubescens,update
Betula platyphylla,Betula platyphylla,update
Betula pubescens,Betula pubescens,update
Betula pubescens type,Betula pubescens type,update
Betula sect. Albae,Betula sect. Albae,update
Betula sect. Costatae,Betula sect. Costatae,update
Betula sect. Fruticosae,Betula sect. Fruticosae,update
Betula sect. Fruticosae/sect. Nanae,Betula sect. Fruticosae/sect. Nanae,update
Betula sect. Nanae,Betula sect. Nanae,update
Betula tortuosa,Betula tortuosa,update
Betula type,Betula type,update
Betula utilis subsp albosinensis,Betula utilis subsp albosinensis,update
Bidens,Bidens,update
Bidens type,Bidens type,update
Bidens-type,Bidens type,update
Biebersteinia,Biebersteinia,update
Bifaria type,Bifaria type,update
Bignoniaceae,Bignoniaceae,update
Bignoniaceae-Rhigosum,Rhigozum type,update
Bigoniaceae,Bignoniaceae,update
Bilderdykia convolvulus,Fallopia convolvulus,update
Bilderdykia convolvulus type,Fallopia convolvulus type,update
Bischofia,Bischofia,update
Bistorta,Bistorta,update
Bistorta elliptica,Bistorta elliptica,update
Bistorta officinalis type,Bistorta officinalis type,update
Bistorta t.,Bistorta type,update
Bistorta type,Bistorta type,update
Bistorta vivipara,Bistorta vivipara,update
Blackstonia type,Blackstonia type,update
Blechnaceae,Aspleniaceae,update
Blechnum,Blechnum,update
Blechnum spicant,Blechnum spicant,update
Blepharis,Blepharis,update
Blighia unijugata type,Blighia unijugata type,update
Boenninghausenia,Boenninghausenia,update
Boerhavia,Boerhavia,update
Bombax,Bombax,update
Bongardia type,Bongardia type,update
Boragiceae,Boraginaceae,update
Boragiceae undiff.,Boraginaceae,update
Boraginaceae,Boraginaceae,update
Boraginaceae indet.,Boraginaceae,update
Borago officinalis,Borago officinalis,update
Borassus aethiopum type,Borassus aethiopum type,update
Borassus-type,Borassus type,update
Borassus-type aethiopium,Borassus aethiopum type,update
Borreria,Borreria,update
Boscia type,Boscia type,update
Bosqueia,Trilepisium,update
Bosqueia angolensis,Trilepisium madagascariense,update
Botrychium,Botrychium,update
Botrychium boreale,Botrychium boreale,update
Botrychium lunaria,Botrychium lunaria,update
Botrychium lunaria type,Botrychium lunaria type,update
Botrychium multifidum,Botrychium multifidum,update
Botrychium type,Botrychium type,update
Bowringia,Bowringia,update
Brachylae,Brachylaena,update
Brachystegia,Brachystegia,update
Brachystegia sp,Brachystegia,update
Brassica,Brassica,update
Brassica rapa,Brassica rapa,update
Brassica type,Brassica type,update
Brassicaceae,Brassicaceae,update
Brassicaceae Hornungia & Sinapis t.,Hornungia/Sinapis type,update
Brassicaceae type,Brassicaceae,update
Bredia,Bredia,update
Breynia,Breynia,update
Bridelia,Bridelia,update
Bridelia micrantha,Bridelia micrantha,update
Bridelia micrantha-t,Bridelia micrantha type,update
Bridelia sp,Bridelia,update
Bridelia type,Bridelia type,update
Broussonetia,Broussonetia,update
Bruckenthalia,Bruckenthalia,update
Bruniaceae,Bruniaceae,update
Bryonia,Bryonia,update
Buddleia,Buddleia,update
Buglossoides arvensis,Buglossoides arvensis,update
Bunium type,Bunium type,update
Bupleurum,Bupleurum,update
Bupleurum t.,Bupleurum type,update
Bupleurum type,Bupleurum type,update
Bupleurum-type,Bupleurum type,update
Burkea,Burkea,update
Burkea sp,Burkea,update
Burseraceae,Burseraceae,update
Buxaceae,Buxaceae,update
Buxus,Buxus,update
Buxus hildebrandtii type,Buxus hildebrandtii type,update
Buxus sempervirens,Buxus sempervirens,update
Cactaceae,Cactaceae,update
Caesalpinia,Caesalpinia,update
Caesalpiniaceae,Caesalpinoideae,update
Caesalpinioideae,Caesalpinoideae,update
Cajanus,Cajanus,update
Calamus deeratus,Calamus deerratus,update
Calendula,Calendula,update
Calendula type,Calendula type,update
Calicotome,Calicotome,update
Calligonum,Calligonum,update
Callipeltis microstegia type,Callipeltis microstegia type,update
Calluna,Calluna,update
Calluna type,Calluna type,update
Calluna vulgaris,Calluna vulgaris,update
Calluna vulgaris type,Calluna vulgaris type,update
Calystegia,Calystegia,update
Calystegia sepium,Calystegia sepium,update
Camellia,Camellia,update
Camellia sinensis,Camellia sinensis,update
Campanula,Campanula,update
Campanula giesekiana,Campanula giesekiana,update
Campanula trachelium type,Campanula trachelium type,update
Campanula type,Campanula type,update
Campanulaceae,Campanulaceae,update
Campanulaceae indet.,Campanulaceae,update
Campylospermum,Campylospermum,update
Campylotropis,Campylotropis,update
Canarium,Canarium,update
Cannabaceae,Cannabaceae,update
Canthium,Canthium,update
Canthium schimperianum-type,Psydrax schimperianus type,update
Canthium subcordata,Psydrax subcordatus,update
Capparaceae,Capparaceae,update
Capparidaceae,Capparaceae,update
Capparis,Capparis,update
Capparis fascicularis type,Capparis fascicularis type,update
Capparis spinosa,Capparis spinosa,update
Capparis tomentosa type,Capparis tomentosa type,update
Capparis type,Capparis type,update
Caprifoliaceae,Caprifoliaceae,update
Capsella,Capsella,update
Capsella bursa-pastoris type,Capsella bursa-pastoris type,update
Capsella type,Capsella type,update
Capsicum type,Capsicum type,update
Caragana,Caragana,update
Carapa-t grandiflora,Carapa grandiflora type,update
Cardamine,Cardamine,update
Cardamine parviflora,Cardamine parviflora,update
Cardamine pratensis type,Cardamine pratensis type,update
Cardamine type,Cardamine type,update
Carduoideae,Carduoideae,update
Carduus,Carduus,update
Carduus t.,Carduus type,update
Carduus type,Carduus type,update
Carex,Carex,update
Carex hirta type,Carex hirta type,update
Carex type,Carex type,update
Carlina,Carlina,update
Carlina type,Carlina type,update
Carpinus,Carpinus,update
Carpinus betulus,Carpinus betulus,update
Carpinus betulus type,Carpinus betulus type,update
Carpinus orientalis,Carpinus orientalis,update
Carpinus orientalis type,Carpinus orientalis type,update
Carpinus orientalis/Ostrya,Carpinus orientalis/Ostrya,update
Carpinus orientalis/Ostrya carpinifolia,Carpinus orientalis/Ostrya carpinifolia,update
Carpinus orientalis/Ostrya carpinifolia type,Carpinus orientalis/Ostrya carpinifolia type,update
Carpinus orientalis/Ostrya type,Carpinus orientalis/Ostrya type,update
Carpinus type,Carpinus type,update
Carpinus/Ostrya,Carpinus/Ostrya,update
Carpinusbetulus,Carpinus betulus,update
CarpinusorientalisOstrya,Carpinus orientalis/Ostrya,update
Carpobrotus,Carpobrotus,update
Carthamus,Carthamus,update
Carum carvi,Carum carvi,update
Carya,Carya,update
Caryophyllaceae,Caryophyllaceae,update
Caryophyllaceae subfam. Silenoideae,Caryophyllaceae subfam. Silenoideae,update
Casearia,Casearia,update
Cassia,Cassia,update
Cassia type,Cassia type,update
Cassine sp type,Cassine type,update
Cassine-type,Cassine type,update
Cassiope,Cassiope,update
Cassiope type,Cassiope type,update
Castanea,Castanea,update
Castanea sativa,Castanea sativa,update
Castanea type,Castanea type,update
Castanea/Castanopsis,Castanea/Castanopsis,update
Castanopsis,Castanopsis,update
Castanopsis/Lithocarpus,Castanopsis/Lithocarpus,update
Casuari,Casuarina,update
Casuarina,Casuarina,update
Casuarina type,Casuarina type,update
Casuarinaceae,Casuarinaceae,update
Casuarinia sp,Casuarina,update
Catalpa,Catalpa,update
Cathaya,Cathaya,update
Cedrus,Cedrus,update
Cedrus atlantica,Cedrus atlantica,update
Cedrus atlantica type,Cedrus atlantica type,update
Cedrus libani,Cedrus libani,update
Celastraceae,Celastraceae,update
Celastraceae-Cassine,Cassine,update
Celastraceae-Gymnosporia,Gymnosporia,update
Celastraceae-Maytenus,Maytenus,update
Celastrus,Celastrus,update
Celosia sp,Celosia,update
Celosia sp type,Celosia type,update
Celosia trigyna type,Celosia trigyna type,update
Celosia-type trigy,Celosia trigyna type,update
Celtis,Celtis,update
Celtis africa-type,Celtis africana type,update
Celtis australis,Celtis australis,update
Celtis sp,Celtis,update
Centaurea,Centaurea,update
Centaurea collina,Centaurea collina,update
Centaurea collina type,Centaurea collina type,update
Centaurea cyanus,Centaurea cyanus,update
Centaurea cyanus type,Centaurea cyanus type,update
Centaurea depressa type,Centaurea depressa type,update
Centaurea diffusa,Centaurea diffusa,update
Centaurea jacea,Centaurea jacea,update
Centaurea jacea type,Centaurea jacea type,update
Centaurea montana,Centaurea montana,update
Centaurea montana t.,Centaurea montana type,update
Centaurea montana type,Centaurea montana type,update
Centaurea nigra,Centaurea nigra,update
Centaurea nigra t.,Centaurea nigra type,update
Centaurea nigra type,Centaurea nigra type,update
Centaurea nigra-type,Centaurea nigra type,update
Centaurea rhenana type,Centaurea rhenana type,update
Centaurea scabiosa,Centaurea scabiosa,update
Centaurea scabiosa type,Centaurea scabiosa type,update
Centaurea solstitialis,Centaurea solstitialis,update
Centaurea solstitialis type,Centaurea solstitialis type,update
Centaurea triumfetti,Centaurea triumfettii,update
Centaurea type,Centaurea type,update
Centaurea undiff ,Centaurea,update
Centaurea ustulata,Centaurea ustulata,update
Centaurea Xeranthemum,Centaurea/Xeranthemum,update
Centaurium,Centaurium,update
Centaurium maritimum,Centaurium maritimum,update
Centaurium pulchellum type,Centaurium pulchellum type,update
Centaurium type,Centaurium type,update
Centranthus,Centranthus,update
Cephalanthera,Cephalanthera,update
Cephalomappa,Cephalomappa,update
Cephalotaxaceae,Cephalotaxaceae,update
Cerastium,Cerastium,update
Cerastium alpinum type,Cerastium alpinum type,update
Cerastium arvense type,Cerastium arvense type,update
Cerastium cerastioides type,Cerastium cerastioides type,update
Cerastium cerastioides-type,Cerastium cerastioides type,update
Cerastium fontanum type,Cerastium fontanum type,update
Cerastium fontanum-type,Cerastium fontanum type,update
Cerastium type,Cerastium type,update
Cerastium/Stellaria type,Cerastium/Stellaria type,update
Ceratocephala type,Ceratocephala type,update
Ceratonia,Ceratonia,update
Ceratonia siliqua,Ceratonia siliqua,update
Ceratonia type,Ceratonia type,update
Ceratostigma,Ceratostigma,update
Cercidiphyllum,Cercidiphyllum,update
Cercis,Cercis,update
Cercis siliquastrum,Cercis siliquastrum,update
Cerinthe,Cerinthe,update
Cerinthe minor,Cerinthe minor,update
Cerinthe minor type,Cerinthe minor type,update
Cerinthe type,Cerinthe type,update
cf  Abies,Abies type,update
cf  Acantholimon,Acantholimon type,update
cf  Aconitum,Aconitum type,update
cf  Adonis,Adonis type,update
cf  Astragalus type,Astragalus type,update
cf  Brassicaceae,Brassicaceae,update
cf  Bunium rectangulum,Bunium rectangulum type,update
cf  Caucalis,Caucalis type,update
cf  Cerastium glomeratum,Cerastium glomeratum type,update
cf  Chionodoxa,Scilla type,update
cf  Cirsium,Cirsium type,update
cf  Euphorbiaceae,Euphorbiaceae,update
cf  Falcaria,Falcaria type,update
cf  Gentianaceae,Gentianaceae,update
cf  Levisticum,Levisticum type,update
cf  Liliaceae,Liliaceae,update
cf  Loranthaceae,Loranthaceae,update
cf  Medicago minima,Medicago minima type,update
cf  Papaveraceae,Papaveraceae,update
cf  Populus,Populus type,update
cf  Primulaceae,Primulaceae,update
cf  Prunus type,Prunus type,update
cf  Rhamnaceae,Rhamnaceae,update
cf  Rhus,Rhus type,update
cf  Scrophulariaceae,Scrophulariaceae,update
cf  Silene albescens,Silene albescens type,update
cf  Silene ampullata,Silene ampullata type,update
cf  Smyrniopsis,Smyrniopsis type,update
cf  Solanaceae,Solanaceae,update
cf  Thymelaeaceae,Thymelaeaceae,update
cf  Urtica,Urtica type,update
cf  Veronica,Veronica type,update
cf Cyathea spore,Cyathea type,update
cf Ericaceae,Ericaceae,update
cf Morinda lucida,Morinda lucida type,update
cf. Carya,Carya type,update
cf. Cleome,Cleome type,update
cf. Juniperus procera,Juniperus procera type,update
cf. Phillyrea,Phillyrea type,update
cf. Plantago,Plantago type,update
cf. Pterocarya fraxinifolia,Pterocarya fraxinifolia type,update
cf. Ranunculaceae,Ranunculaceae,update
Chaerophyllum,Chaerophyllum,update
Chaerophyllum hirsutum,Chaerophyllum hirsutum,update
Chaerophyllum hirsutum type,Chaerophyllum hirsutum type,update
Chaerophyllum hirsutum-type,Chaerophyllum hirsutum type,update
Chaerophyllum type,Chaerophyllum type,update
Chaetacme,Chaetachme,update
Chamaedaphne,Chamaedaphne,update
Chamaedaphne calyculata,Chamaedaphne calyculata,update
Chamaenerion,Chamaenerion,update
Chamaenerion angustifolium,Chamaenerion angustifolium,update
Chamaerops,Chamaerops,update
Chamaerops humilis,Chamaerops humilis,update
Cheilanthes,Cheilanthes,update
Cheilanthes type,Cheilanthes type,update
Chelidonium,Chelidonium,update
Chelidonium majus,Chelidonium majus,update
ChenoAmar,Amaranthaceae,update
Chenopodiacea/Amaranthaceae,Amaranthaceae,update
Chenopodiaceae,Amaranthaceae,update
Chenopodiaceae-type,Amaranthaceae,update
Chenopodiaceae/Amaranthaceae,Amaranthaceae,update
Chenopodium,Chenopodium,update
Chenopodium album,Chenopodium album,update
Chenopodium type,Chenopodium type,update
Chimaphila umbellata,Chimaphila umbellata,update
Chimonobambusa,Chimonobambusa,update
Chionanthus,Chionanthus,update
