taxon_name,clean_name,action
Allium,Allium,update
Allium type,Allium type,update
Allium type,Allium type,update
Allium ursinum T,Allium ursinum type,update
Allium ursinum type,Allium ursinum type,update
Allium ursinum type,Allium ursinum type,update
Alnaster,Alnus,update
"Alnaster (Alnus shrub type: Alnaster fruticosus, Alnus fruticosa, Alnus maximowiczii)",Alnus alnobetula/Alnus maximowiczii,update
Alnus,Alnus,update
ALNUS,Alnus,update
ALNUS  incana,Alnus incana,update
Alnus cf. A. incana,Alnus incana type,update
Alnus fruticosa,Alnus alnobetula,update
Alnus fruticosa type,Alnus alnobetula type,update
Alnus glutinosa,Alnus glutinosa,update
Alnus glutinosa T,Alnus glutinosa type,update
Alnus glutinosa type,Alnus glutinosa type,update
Alnus glutinosa/A. incana,Alnus glutinosa/Alnus incana,update
Alnus incana,Alnus incana,update
Alnus incana subsp. hirsuta,Alnus hirsuta,update
Alnus incana/A. glutinosa,Alnus glutinosa/Alnus incana,update
Alnus incana/cordata type,Alnus incana/Alnus cordata type,update
ALNUS indiff.,Alnus,update
Alnus non-viridis,Alnus,update
Alnus type,Alnus type,update
Alnus undiff.,Alnus,update
Alnus undifferentiated,Alnus,update
Alnus viridis,Alnus alnobetula,update
ALNUS viridis,Alnus alnobetula,update
Alnus viridis subsp. crispa,Alnus alnobetula subsp crispa,update
Alnus viridis subsp. crispa type,Alnus alnobetula subsp crispa type,update
Alnus viridis subsp. fruticosa,Alnus alnobetula subsp fruticosa,update
Alnus viridis subsp. fruticosa type,Alnus alnobetula subsp fruticosa type,update
Alnus5p,Alnus,update
Alternanthera,Alternanthera,update
Amar.-Chenop.,Amaranthaceae,update
Amaranthaceae,Amaranthaceae,update
Amaranthaceae/Chenopodiaceae,Amaranthaceae,update
Amaranthus,Amaranthus,update
Amaryllidaceae,Amaryllidaceae,update
Ambrosia,Ambrosia,update
Ambrosia artemisiifolia type,Ambrosia artemisiifolia type,update
Ambrosia t.,Ambrosia type,update
Ambrosia type,Ambrosia type,update
Ambrosia type,Ambrosia type,update
AMBROSIA type,Ambrosia type,update
Ambrosia type: Xanthium,Xanthium,update
Ammi type,Ammi type,update
Amorpha fruticosa,Amorpha fruticosa,update
Anacardiaceae,Anacardiaceae,update
Anagallis,Anagallis,update
Anagallis arvensis,Anagallis arvensis,update
Anagallis arvensis type,Anagallis arvensis type,update
Anagallis arvensis type,Anagallis arvensis type,update
Anagallis tenella,Anagallis tenella,update
Anagallis tenella type,Anagallis tenella type,update
Anagallis type,Anagallis type,update
Anchusa,Anchusa,update
Anchusa arvensis,Anchusa arvensis,update
Anchusa officinalis,Anchusa officinalis,update
Anchusa type,Anchusa type,update
Andrachne,Andrachne,update
Andrachne telephioides,Andrachne telephioides,update
Andromeda,Andromeda,update
Androsace,Androsace,update
Androsace type,Androsace type,update
Androsaceae,Androsaceae,update
Anemone,Anemone,update
Anemone hortensis,Anemone hortensis,update
Anemone nemorosa,Anemone nemorosa,update
Anemone nemorosa type,Anemone nemorosa type,update
Anemone nemorosa type/Hepatica nobilis,Anemone nemorosa type/Hepatica nobilis,update
Anemone nemorosa/ranunculoides,Anemone nemorosa/Anemone ranunculoides,update
Anemone typ,Anemone type,update
Anemone type,Anemone type,update
Anemone type,Anemone type,update
Anemone/Clematis type,Anemone/Clematis type,update
Anemone/Pulsatilla type,Anemone/Pulsatilla type,update
Anethum,Anethum,update
Anethum graveolens,Anethum graveolens,update
Anethum type,Anethum type,update
Angelica,Angelica,update
Angelica tp.,Angelica type,update
Angelica type,Angelica type,update
Anisosciadium type,Anisosciadium type,update
Anogramma leptophylla,Anogramma leptophylla,update
Antennaria,Antennaria,update
Antennaria type,Antennaria type,update
Anthemidae,Asteroideae,update
Anthemideae,Asteroideae,update
Anthemis,Anthemis,update
Anthemis  type,Anthemis type,update
Anthemis typ,Anthemis type,update
Anthemis type,Anthemis type,update
Anthemis type,Anthemis type,update
Anthemis/Achillea type,Achillea/Anthemis type,update
Anthericum,Anthericum,update
Anthericum type,Anthericum type,update
Anthoxanthum,Anthoxanthum,update
Anthriscus sylvestris,Anthriscus sylvestris,update
Anthriscus sylvestris type,Anthriscus sylvestris type,update
Anthriscus type,Anthriscus type,update
Anthyllis,Anthyllis,update
Antirrhinum type,Antirrhinum type,update
Antirrhinum/Linaria,Antirrhinum/Linaria,update
Aphanes,Alchemilla,update
Aphanes type,Alchemilla type,update
Apiaceae,Apiaceae,update
APIACEAE,Apiaceae,update
Apiaceae indet.,Apiaceae,update
Apiaceae small,Apiaceae,update
Apiaceae types 2&3,Apiaceae,update
Apiaceae undiff.,Apiaceae,update
Apiaceae undifferentiated,Apiaceae,update
"Apiaceae, Astoma",Astomaea ,update
"Apiaceae, Bupleurum",Bupleurum,update
"Apiaceae, Eryngium",Eryngium,update
"Apiaceae, Ferula",Ferula,update
"Apiaceae, Heracleum",Heracleum,update
"Apiaceae, Pimpinella",Pimpinella,update
"Apiaceae, Torilis type",Torilis type,update
Apium inundatum type,Apium inundatum type,update
Apium inundatum type,Apium inundatum type,update
Apium type,Apium type,update
Apium/Berula,Apium/Berula,update
Aquilegia,Aquilegia,update
Aquilegia type,Aquilegia type,update
Aquilegia type,Aquilegia type,update
Arabidopsis,Arabidopsis,update
Araceae,Araceae,update
Aralia,Aralia,update
Araliaceae,Araliaceae,update
Arbutus,Arbutus,update
ARBUTUS,Arbutus,update
Arbutus type,Arbutus type,update
Arbutus unedo,Arbutus unedo,update
Arceuthobium,Arceuthobium,update
Arceuthobium oxycedri,Arceuthobium oxycedri,update
Arctium,Arctium,update
Arctium type,Arctium type,update
Arctium/Jurinea,Arctium/Jurinea,update
Arctostaphylos,Arctostaphylos,update
Arctostaphylos alpinus,Arctostaphylos alpinus,update
Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,update
Arenaria,Arenaria,update
Arenaria type,Arenaria type,update
Argania spinosa,Argania spinosa,update
Aristolochia,Aristolochia,update
Armeria,Armeria,update
Armeria maritima,Armeria maritima,update
Armeria maritima subsp. elongata,Armeria maritima subsp elongata,update
Armeria type,Armeria type,update
Armeria type A+B,Armeria type,update
Armeria/Limonium,Armeria/Limonium,update
Armeria/Limonium type,Armeria/Limonium type,update
Arnebia type,Arnebia type,update
Arnica montana,Arnica montana,update
Artemisia,Artemisia,update
ARTEMISIA,Artemisia,update
Artemisia genipii/A. mutellina,Artemisia genipii/Artemisia mutellina,update
Artemisia herba-alba type,Artemisia herba-alba type,update
Artemisia norvegica,Artemisia norvegica,update
Artemisia type,Artemisia type,update
Artemisia type,Artemisia type,update
Artemisia undiff.,Artemisia,update
Artemisia vulgaris type,Artemisia vulgaris type,update
Aruncus T,Aruncus type,update
Aruncus t.,Aruncus type,update
Aruncus type,Aruncus type,update
Asclepiadaceae,Asclepiadaceae,update
Asparagus,Asparagus,update
Asparagus cf.,Asparagus type,update
Asparagus t.,Asparagus type,update
Asparagus type,Asparagus type,update
Asperula,Asperula,update
Asperula type,Asperula type,update
Asphodeline,Asphodeline,update
Asphodelus,Asphodelus,update
Asphodelus albus,Asphodelus albus,update
Asphodelus albus t.,Asphodelus albus type,update
Asphodelus albus type,Asphodelus albus type,update
Asphodelus fistulosus type,Asphodelus fistulosus type,update
Asphodelus type,Asphodelus type,update
Aspid.-Asple.,Polypodiales,update
Asplenium,Asplenium,update
ASPLENIUM,Asplenium,update
Asplenium ceterach type,Asplenium ceterach type,update
Asplenium scolopendrium,Asplenium scolopendrium,update
Asplenium trichomanes-ramosum,Asplenium viride,update
Asplenium type,Asplenium type,update
Asplenium type,Asplenium type,update
Asplenium viride,Asplenium viride,update
Ast. liguliflorae,Asteraceae (Liguliflorae),update
Ast. tubulifl.,Asteroideae,update
Ast. tubuliflorae,Asteroideae,update
Aster,Aster,update
Aster  type,Aster type,update
Aster bellidiastrum,Aster bellidiastrum,update
Aster type,Aster type,update
Aster type,Aster type,update
Aster. liguliflorae,Asteraceae (Liguliflorae),update
Aster. tubuliflorae,Asteroideae,update
Aster/Achillea,Achillea/Aster,update
Asteraceae,Asteraceae,update
Asteraceae (Asteroid./Card.),Asteroideae/Carduoideae,update
Asteraceae (C/A),Asteroideae/Carduoideae,update
Asteraceae (Lactuc.),Cichorioideae,update
Asteraceae (liguliflorae),Asteraceae (Liguliflorae),update
Asteraceae (Liguliflorae),Asteraceae (Liguliflorae),update
Asteraceae (Tubuliflorae),Asteroideae,update
Asteraceae anthemis type,Anthemis type,update
Asteraceae aster type,Aster type,update
ASTERACEAE aster.,Aster,update
Asteraceae carthamus,Carthamus,update
Asteraceae Centaurea cyanus,Centaurea cyanus,update
Asteraceae Centaurea sol.,Centaurea solstitialis,update
ASTERACEAE cichor.,Cichorioideae,update
Asteraceae Cichorioideae,Cichorioideae,update
Asteraceae Circium type,Cirsium type,update
Asteraceae cirsium type,Cirsium type,update
Asteraceae Helianthus type,Helianthus type,update
Asteraceae lactuceae type,Cichorioideae,update
ASTERACEAE lig.,Asteraceae (Liguliflorae),update
Asteraceae ligulifl.,Asteraceae (Liguliflorae),update
Asteraceae liguliflorae,Asteraceae (Liguliflorae),update
Asteraceae Liguliflorae,Asteraceae (Liguliflorae),update
Asteraceae matricaria type,Matricaria type,update
Asteraceae saussurea type,Saussurea type,update
Asteraceae saussurea type,Saussurea type,update
Asteraceae senecio type,Senecio type,update
Asteraceae subf. Asteroideae,Asteroideae,update
Asteraceae subf. Asteroideae undiff.,Asteroideae,update
Asteraceae subf. Cichorioideae,Cichorioideae,update
Asteraceae subf. Cichorioideae undiff.,Cichorioideae,update
Asteraceae subfam. Cichorioideae,Cichorioideae,update
Asteraceae subfam. Cichorioideae undifferentiated,Cichorioideae,update
ASTERACEAE tub.,Asteroideae,update
Asteraceae tubul.,Asteroideae,update
Asteraceae tubuliflorae,Asteroideae,update
Asteraceae Tubuliflorae,Asteroideae,update
Asteraceae undiff.,Asteraceae,update
Asteraceae undiff. type,Asteraceae,update
Asteraceae undifferentiated,Asteraceae,update
"Asteraceae, Carduncellus",Carthamus,update
"Asteraceae, Carthamus",Carthamus,update
"Asteraceae, Centaurea ustulata",Centaurea ustulata,update
"Asteraceae, HS",Asteraceae,update
"Asteraceae, low spine",Asteraceae,update
"Asteraceae, Onopordon",Onopordum,update
"Asteraceae, Ptilostemon",Ptilostemon,update
"Asteraceae, Senecio type",Senecio type,update
Asteraceae. Echinops,Echinops,update
Asteraceae(equinulada),Asteraceae,update
Asteraceae/Asteroideae,Asteroideae,update
Asteraceae/Cichorioideae,Cichorioideae,update
AsteraceaeAste,Asteroideae,update
AsteraceaeCich,Cichorioideae,update
Asteroideae,Asteroideae,update
ASTEROIDEAE,Asteroideae,update
Asteroideae pro parte,Asteroideae,update
Asteroideae undiff.,Asteroideae,update
Astoma,Astomaea ,update
Astragalus,Astragalus,update
Astragalus alpinus,Astragalus alpinus,update
Astragalus alpinus type,Astragalus alpinus type,update
Astragalus T,Astragalus type,update
Astragalus type,Astragalus type,update
Astragalus type,Astragalus type,update
Astragalus undiff.,Astragalus,update
Astragalus/Oxytropis type,Astragalus/Oxytropis type,update
Astrantia,Astrantia,update
Astrantia type,Astrantia type,update
Astrantia type,Astrantia type,update
Ath._f.-f.,Athyrium filix-femina,update
Athamanta cretensis,Athamanta cretensis,update
Athyrium,Athyrium,update
Athyrium alpestre type,Athyrium alpestre type,update
Athyrium distentifolium,Athyrium distentifolium,update
Athyrium distentifolium type,Athyrium distentifolium type,update
Athyrium filix femina,Athyrium filix-femina,update
Athyrium filix-femina,Athyrium filix-femina,update
Atraphaxis,Atraphaxis,update
Atriplex nudicaulis,Atriplex nudicaulis,update
Ballota,Ballota,update
Ballota type,Ballota type,update
Ballota-group,Ballota type,update
Balsaminaceae,Balsaminaceae,update
Barbarea type,Barbarea type,update
Bartsia type,Bartsia,update
Bellis,Bellis,update
Bellis type,Bellis type,update
Berberis,Berberis,update
BERBERIS,Berberis,update
Berberis vulgaris,Berberis vulgaris,update
Bergenia crassifolia,Bergenia crassifolia,update
Berula erecta,Berula erecta,update
Berula erecta-group,Berula erecta type,update
Bet._nana,Betula nana,update
Beta type,Beta type,update
Beta type,Beta type,update
Betula,Betula,update
BETULA,Betula,update
Betula (excl. B. nana),Betula,update
Betula alba,Betula alba,update
Betula alba type,Betula alba type,update
Betula exilis,Betula glandulosa,update
Betula fruticosa,Betula fruticosa,update
Betula glandulosa,Betula glandulosa,update
Betula humilis,Betula humilis,update
Betula nana,Betula nana,update
BETULA NANA,Betula nana,update
Betula nana type,Betula nana type,update
Betula nana=Betula sect. Nanae,Betula nana,update
Betula or Bet.s.Albae,Betula sect. Albae,update
Betula pendula,Betula pendula,update
Betula pendula/pubescens,Betula pendula/Betula pubescens,update
Betula pubescens,Betula pubescens,update
Betula pubescens type,Betula pubescens type,update
Betula sect. Albae,Betula sect. Albae,update
Betula sect. Albae type,Betula sect. Albae type,update
Betula sect. Betula,Betula,update
Betula sect. Costatae,Betula sect. Costatae,update
Betula sect. Fruticosae,Betula sect. Fruticosae,update
Betula sect. Nanae,Betula sect. Nanae,update
Betula sect. Nanae type,Betula sect. Nanae type,update
Betula sect. Nanae/Fruticosa,Betula sect. Fruticosae/sect. Nanae,update
Betula sect. Nanae/Fruticosae type,Betula sect. Fruticosae/sect. Nanae type,update
Betula tortuosa,Betula tortuosa,update
Betula tree,Betula,update
Betula type,Betula type,update
Betula undiff.,Betula,update
Betula undifferentiated,Betula,update
Bidens,Bidens,update
Bidens type,Bidens type,update
Biebersteinia,Biebersteinia,update
Bifaria type,Bifaria type,update
Bilderdykia convolvulus,Fallopia convolvulus,update
Bilderdykia convolvulus type,Fallopia convolvulus type,update
Bilderdykia convolvulus/B. dumetorum,Fallopia convolvulus/Fallopia dumetorum,update
Bistorta,Bistorta,update
Bistorta t.,Bistorta type,update
Bistorta type,Bistorta type,update
Bistorta vivipara,Bistorta vivipara,update
Blechnum,Blechnum,update
Blechnum spicant,Blechnum spicant,update
Boraginaceae,Boraginaceae,update
BORAGINACEAE,Boraginaceae,update
Boraginaceae indet.,Boraginaceae,update
Boraginaceae undiff.,Boraginaceae,update
Borrag-eae,Boraginaceae,update
Botrychium,Botrychium,update
BOTRYCHIUM,Botrychium,update
Botrychium boreale,Botrychium boreale,update
Botrychium lunaria,Botrychium lunaria,update
Botrychium lunaria type,Botrychium lunaria type,update
Botrychium multifidum,Botrychium multifidum,update
Botrychium type,Botrychium type,update
Brass-eae,Brassicaceae,update
Brassica,Brassica,update
Brassica type,Brassica type,update
Brassica type,Brassica type,update
Brassicacaeae,Brassicaceae,update
Brassicaceae,Brassicaceae,update
BRASSICACEAE,Brassicaceae,update
Brassicaceae cf. Cardamine,Cardamine type,update
Brassicaceae Hornungia & Sinapis t.,Hornungia/Sinapis type,update
Brassicaceae undiff.,Brassicaceae,update
Brassicaeae,Brassicaceae,update
Bruckenthalia,Bruckenthalia,update
Bryonia,Bryonia,update
Buddleia,Buddleia,update
Bunium type,Bunium type,update
Bupleurum,Bupleurum,update
BUPLEURUM,Bupleurum,update
Bupleurum t.,Bupleurum type,update
Bupleurum type,Bupleurum type,update
Buxus,Buxus,update
BUXUS,Buxus,update
Buxus sempervirens,Buxus sempervirens,update
C. Asteraceae,Asteraceae,update
C. Cichoriaceae,Cichorioideae,update
C. orientalis,Carpinus orientalis,update
C. Orientalis/Ostrya,Carpinus orientalis/Ostrya,update
Calendula,Calendula,update
Calendula type,Calendula type,update
Calligonum,Calligonum,update
Callitriche obtusangula,Callitriche obtusangula,update
Calluna,Calluna,update
CALLUNA,Calluna,update
Calluna type,Calluna type,update
Calluna vulgaris,Calluna vulgaris,update
CALLUNA VULGARIS,Calluna vulgaris,update
Calluna vulgaris type,Calluna vulgaris type,update
Calycotome,Calicotome,update
Calystegia,Calystegia,update
CALYSTEGIA,Calystegia,update
Calystegia sepium,Calystegia sepium,update
Camelia sinensis?,Camellia sinensis,update
Camellia,Camellia,update
Campanula,Campanula,update
Campanula gieseckiana,Campanula giesekiana,update
Campanula trachelium T,Campanula trachelium type,update
Campanula trachelium type,Campanula trachelium type,update
Campanula type,Campanula type,update
Campanula type,Campanula type,update
Campanulaceae,Campanulaceae,update
CAMPANULACEAE,Campanulaceae,update
Campanulaceae indet.,Campanulaceae,update
Cannabaceae,Cannabaceae,update
CANNABACEAE,Cannabaceae,update
Cannabaceae type,Cannabaceae,update
Cannabiaceae,Cannabaceae,update
Capparidaceae,Capparaceae,update
Capparis,Capparis,update
Capparis spinosa,Capparis spinosa,update
Caprifoliaceae,Caprifoliaceae,update
Capsella,Capsella,update
Capsella bursa-pastoris type,Capsella bursa-pastoris type,update
Capsella type,Capsella type,update
Capsicum type,Capsicum type,update
Caragana,Caragana,update
Cardamine,Cardamine,update
Cardamine parviflora,Cardamine parviflora,update
Cardamine pratensis type,Cardamine pratensis type,update
Cardamine type,Cardamine type,update
Cardamine type,Cardamine type,update
CARDAMINE TYPE,Cardamine type,update
Carduaceae,Carduoideae,update
Cardueae,Carduoideae,update
Cardueae/Asteroideae,Asteroideae/Carduoideae,update
Carduoideae,Carduoideae,update
Carduus,Carduus,update
Carduus t.,Carduus type,update
Carduus type,Carduus type,update
Carduus type,Carduus type,update
CARDUUS type,Carduus type,update
Carex,Carex,update
Carex hirta type,Carex hirta type,update
Carex tp.,Carex type,update
Carex typ,Carex type,update
Carex type,Carex type,update
CAREX type,Carex type,update
Cariophyllaceae,Caryophyllaceae,update
Carlina,Carlina,update
Carlina type,Carlina type,update
Carpinus,Carpinus,update
CARPINUS,Carpinus,update
Carpinus bet.,Carpinus betulus,update
Carpinus betulus,Carpinus betulus,update
CARPINUS BETULUS,Carpinus betulus,update
Carpinus betulus type,Carpinus betulus type,update
Carpinus orientalis,Carpinus orientalis,update
Carpinus orientalis /Ostrya type,Carpinus orientalis/Ostrya type,update
Carpinus orientalis type,Carpinus orientalis type,update
Carpinus orientalis/Ostrya,Carpinus orientalis/Ostrya,update
Carpinus orientalis/Ostrya carpinifolia,Carpinus orientalis/Ostrya carpinifolia,update
Carpinus orientalis/Ostrya carpinifolia type,Carpinus orientalis/Ostrya carpinifolia type,update
Carpinus type,Carpinus type,update
Carpinus type,Carpinus type,update
Carpinus viminalis type,Carpinus viminea type,update
Carpinus-Ostrya,Carpinus/Ostrya,update
Carpinus/Ostrya type,Carpinus/Ostrya type,update
Carpobrotus,Carpobrotus,update
Carthamus,Carthamus,update
Carum carvi,Carum carvi,update
Carya,Carya,update
Caryo. Trizoncolpate indet.,Caryophyllaceae,update
Caryop-eae,Caryophyllaceae,update
Caryophillaceae,Caryophyllaceae,update
Caryophylaceae,Caryophyllaceae,update
Caryophyllaceae,Caryophyllaceae,update
CARYOPHYLLACEAE,Caryophyllaceae,update
Caryophyllaceae cf lepyrodialis,Caryophyllaceae,update
Caryophyllaceae herniaria type,Herniaria type,update
Caryophyllaceae pro parte,Caryophyllaceae,update
Caryophyllaceae stellaria holostea type,Stellaria holostea type,update
Caryophyllaceae subf. Silenoideae type,Caryophyllaceae subfam. Silenoideae,update
Caryophyllaceae undiff.,Caryophyllaceae,update
Caryophyllaceae undiff. type,Caryophyllaceae,update
Cassiope,Cassiope,update
Cassiope type,Cassiope type,update
Castanea,Castanea,update
CASTANEA,Castanea,update
Castanea sativa,Castanea sativa,update
Castanea type,Castanea type,update
Castanea-Castanopsis,Castanea/Castanopsis,update
Castanea/Castanopsis,Castanea/Castanopsis,update
Castanopsis-Castanea,Castanea/Castanopsis,update
Castanopsis-Pasania,Castanopsis/Lithocarpus,update
Castenea,Castanea,update
Casuarina,Casuarina,update
Cedrus,Cedrus,update
CEDRUS,Cedrus,update
Cedrus atlantica,Cedrus atlantica,update
Cedrus cf. C. atlantica,Cedrus atlantica type,update
Cedrus libani,Cedrus libani,update
Celastraceae,Celastraceae,update
Celtis,Celtis,update
CELTIS,Celtis,update
Celtis-Aphananthe,Aphananthe/Celtis,update
Cent._cy-s,Centaurea cyanus,update
Centaurea,Centaurea,update
CENTAUREA,Centaurea,update
Centaurea alpina type,Rhaponticoides alpina type,update
Centaurea collina,Centaurea collina,update
Centaurea collina type,Centaurea collina type,update
Centaurea cyanus,Centaurea cyanus,update
Centaurea cyanus  type,Centaurea cyanus type,update
Centaurea cyanus t.,Centaurea cyanus type,update
Centaurea cyanus type,Centaurea cyanus type,update
Centaurea cyanus type,Centaurea cyanus type,update
Centaurea depressa type,Centaurea depressa type,update
Centaurea jacea,Centaurea jacea,update
Centaurea jacea T,Centaurea jacea type,update
Centaurea jacea type,Centaurea jacea type,update
Centaurea jacea type,Centaurea jacea type,update
Centaurea montana,Centaurea montana,update
Centaurea montana t.,Centaurea montana type,update
Centaurea montana type,Centaurea montana type,update
Centaurea nigra,Centaurea nigra,update
Centaurea nigra  type,Centaurea nigra type,update
Centaurea nigra t.,Centaurea nigra type,update
Centaurea nigra type,Centaurea nigra type,update
Centaurea nigra type,Centaurea nigra type,update
Centaurea pro parte,Centaurea type,update
Centaurea rhenana type,Centaurea rhenana type,update
Centaurea rovinata,Centaurea,update
Centaurea scabiosa,Centaurea scabiosa,update
Centaurea scabiosa t.,Centaurea scabiosa type,update
Centaurea scabiosa type,Centaurea scabiosa type,update
Centaurea solstitialis,Centaurea solstitialis,update
Centaurea solstitialis type,Centaurea solstitialis type,update
Centaurea sp.,Centaurea,update
Centaurea type,Centaurea type,update
Centaurea undiff.,Centaurea,update
Centaurea undiff. type,Centaurea type,update
Centaurea undifferentiated,Centaurea,update
Centaureanigra,Centaurea nigra,update
Centaurium,Centaurium,update
Centaurium maritimum,Centaurium maritimum,update
Centaurium pulchellum T,Centaurium pulchellum type,update
Centaurium pulchellum type,Centaurium pulchellum type,update
Centaurium type,Centaurium type,update
Centranthus,Centranthus,update
Cephalanthus,Cephalanthera,update
Cerastium,Cerastium,update
Cerastium alpinum type,Cerastium alpinum type,update
Cerastium arvense type,Cerastium arvense type,update
Cerastium cerastioides type,Cerastium cerastioides type,update
Cerastium fontanum T,Cerastium fontanum type,update
Cerastium fontanum type,Cerastium fontanum type,update
Cerastium fontanum type,Cerastium fontanum type,update
Cerastium group,Cerastium type,update
Cerastium typ,Cerastium type,update
Cerastium type,Cerastium type,update
Cerastium/Stellaria type,Cerastium/Stellaria type,update
Ceratonia,Ceratonia,update
Ceratonia siliqua,Ceratonia siliqua,update
Cercis,Cercis,update
Cercis siliquastrum,Cercis siliquastrum,update
Cerinthe,Cerinthe,update
Cerinthe minor,Cerinthe minor,update
Cerinthe type,Cerinthe type,update
cf Adoxa moschatellina,Adoxa moschatellina type,update
cf Arceuthobium,Arceuthobium type,update
cf Citrillus,Citrullus type,update
cf Erodium,Erodium type,update
cf juncus,Juncus type,update
cf Oenanthe,Oenanthe type,update
cf Onobrychis,Onobrychis type,update
cf Plumbago,Plumbago type,update
cf. Adonis,Adonis type,update
cf. Aerva,Aerva type,update
cf. Anagallis type,Anagallis type,update
cf. Arbutus,Arbutus type,update
cf. Astragalus alpinus type,Astragalus alpinus type,update
cf. Capparis,Capparis type,update
cf. Cassiope,Cassiope type,update
cf. Castanea,Castanea type,update
cf. Casuarina,Casuarina type,update
cf. Centaurea nigra type,Centaurea nigra type,update
cf. Centaurea scabiosa type,Centaurea scabiosa type,update
cf. Centaurium,Centaurium type,update
cf. Ceratonia,Ceratonia type,update
cf. Coprosma,Coprosma type,update
cf. Crassulaceae,Crassulaceae,update
cf. Cryptogramma crispa,Cryptogramma crispa type,update
cf. Cytisus,Cytisus type,update
cf. Daphne,Daphne type,update
cf. Ephedra,Ephedra type,update
cf. Ephedra fragilis,Ephedra fragilis type,update
cf. Euphorbia,Euphorbia type,update
cf. Fagus,Fagus type,update
cf. Filipendula,Filipendula type,update
cf. Fraxinus,Fraxinus type,update
cf. Galeopsis,Galeopsis type,update
cf. Gentiana,Gentiana type,update
cf. Hamamelidaceae,Hamamelidaceae,update
cf. Heracleum sphondylium,Heracleum sphondylium type,update
cf. Iris,Iris type,update
cf. Juniperus,Juniperus type,update
cf. Larix type,Larix type,update
cf. Liliaceae,Liliaceae,update
cf. Lonicera,Lonicera type,update
cf. Lychnis flos-cuculi,Silene flos-cuculi type,update
cf. Malvaceae,Malvaceae,update
cf. Melilotus,Melilotus type,update
cf. Myricaria,Myricaria type,update
cf. Olea,Olea type,update
cf. Orchidaceae,Orchidaceae,update
cf. Papaver radicatum,Papaver radicatum type,update
cf. Papaveraceae,Papaveraceae,update
cf. Pedicularis,Pedicularis type,update
cf. Platanus,Platanus type,update
cf. Primula,Primula type,update
cf. Pyrus,Pyrus type,update
cf. Reseda lutea type,Reseda lutea type,update
cf. Rubus arcticus,Rubus arcticus type,update
cf. Saxifraga stellaris,Saxifraga stellaris type,update
cf. Sedum,Sedum type,update
cf. Sedum type,Sedum type,update
cf. Silene alba,Silene alba type,update
cf. Sorbus,Sorbus type,update
cf. Sorbus acuparia,Sorbus aucuparia type,update
cf. Sorbus aucuparia,Sorbus aucuparia type,update
cf. Stellaria,Stellaria type,update
cf. Succisa,Succisa type,update
cf. Tamus,Tamus type,update
