taxon_name,clean_name,action
Annonaceae undiff.,Annonaceae,update
Anogeissus-type leiocarpus,Anogeissus leiocarpus type,update
Anogramma leptophylla,Anogramma leptophylla,update
Anopyxis klaineana,Anopyxis klaineana,update
Anthemideae undiff.,Asteroideae,update
Anthocleista,Anthocleista,update
Anthocleista grandiflora-type,Anthocleista grandiflora type,update
Anthocleista vogelii-type,Anthocleista vogelii type,update
Anthonotha-type,Anthonotha type,update
Anthospermum,Anthospermum,update
Anthostema-type,Anthostema type,update
Anthostema-type senegalense,Anthostema senegalense type,update
Antiaris toxicaria/Milicia,Antiaris toxicaria/Milicia,update
Antiaris-type toxicaria,Antiaris toxicaria type,update
Antidesma-type,Antidesma type,update
Antidesma-type venosum,Antidesma venosum type,update
Antrocaryon-type,Antrocaryon type,update
Aphania-type senegalensis,Lepisanthes senegalensis type,update
Aphloia theiformis,Aphloia theiformis,update
Apiaceae undiff.,Apiaceae,update
Apocynaceae undiff.,Apocynaceae,update
Apodytes dimidiata,Apodytes dimidiata,update
Aporrhiza,Aporrhiza,update
Araceae undiff.,Araceae,update
Araliaceae undiff.,Araliaceae,update
Arbutus,Arbutus,update
Ardisia,Ardisia,update
Argania spinosa,Argania spinosa,update
Armeria/Limonium,Armeria/Limonium,update
Arnebia,Arnebia,update
Arnebia hispidissima-type,Arnebia hispidissima type,update
Artemisia,Artemisia,update
Ascarina coursii,Ascarina coursii,update
Asclepiadaceae undiff.,Asclepiadaceae,update
Ascolepis,Cyperus,update
Asparagus,Asparagus,update
Asparagus buchananii-type,Asparagus buchananii type,update
Asphodelaceae undiff.,Asphodelaceae,update
Asphodelus,Asphodelus,update
Aspidiaceae undiff.,Dryopteridaceae,update
Asplenium,Asplenium,update
Asteraceae undiff.,Asteraceae,update
Asystasia,Asystasia,update
Asystasia gangetica-type,Asystasia gangetica type,update
Atractylis-type,Atractylis type,update
Aubrevillea,Aubrevillea,update
Azadirachta indica,Azadirachta indica,update
Azima tetracantha,Azima tetracantha,update
Baikiaea,Baikiaea,update
Baissea-type,Baissea type,update
Balanites,Balanites,update
Balanites aegyptiaca-type,Balanites aegyptiaca type,update
Balanites rotundifolia-type,Balanites rotundifolia type,update
Baphia-type,Baphia type,update
Baphiopsis parviflora,Baphiopsis parviflora,update
Barbeya oleoides,Barbeya oleoides,update
Barleria,Barleria,update
Barringtonia-type,Barringtonia type,update
Basella,Basella,update
Basella alba-type,Basella alba type,update
Basilicum-type polystachyon,Basilicum polystachyon type,update
Batopedina,Batopedina,update
Bauhinia,Bauhinia,update
Bauhinia rufescens-type,Bauhinia rufescens type,update
Begonia,Begonia,update
Begonia meyeri-johannis-type,Begonia meyeri-johannis type,update
Berkheya,Berkheya,update
Berlinia-type,Berlinia type,update
Berlinia/Isoberlinia,Berlinia/Isoberlinia,update
Bersama,Bersama,update
Bersama abyssinica-type,Bersama abyssinica type,update
Bertiera,Bertiera,update
Betula,Betula,update
Bidens-type,Bidens type,update
Bignoniaceae undiff.,Bignoniaceae,update
Blepharis-type,Blepharis type,update
Blighia,Blighia,update
Blighia sapida-type,Blighia sapida type,update
Blighia unijugata-type,Blighia unijugata type,update
Boerhavia-type,Boerhavia type,update
Bombacaceae undiff.,Malvaceae,update
Bombax,Bombax,update
Bombax buonopozense-type,Bombax buonopozense type,update
Bombax costatum-type,Bombax costatum type,update
Boraginaceae undiff.,Boraginaceae,update
Borago officinalis,Borago officinalis,update
Borassus-type aethiopum,Borassus aethiopum type,update
Borassus/Hyphaene,Borassus/Hyphaene,update
Boscia-type,Boscia type,update
Boscia-type angustifolia,Boscia integrifolia type,update
Boscia-type senegalensis,Boscia integrifolia type,update
Boswellia-type,Boswellia type,update
Brachylaena-type,Brachylaena type,update
Brachypterys,Stigmaphyllon,update
Brachystegia,Brachystegia,update
Brachystephanus,Brachystephanus,update
Brassicaceae undiff.,Brassicaceae,update
Bridelia ferruginea-type,Bridelia ferruginea type,update
Bridelia micrantha-type,Bridelia micrantha type,update
Bridelia-type,Bridelia type,update
Bridelia-type scleroneura,Bridelia scleroneura type,update
Brillantaisia,Brillantaisia,update
Brucea,Brucea,update
Brucea antidysenterica-type,Brucea antidysenterica type,update
Bruniaceae undiff.,Bruniaceae,update
Buddleja,Buddleia,update
Burchellia bubalina,Burchellia bubalina,update
Burkea africana,Burkea africana,update
Burnatia enneandra,Burnatia enneandra,update
Burseraceae undiff.,Burseraceae,update
Buxus,Buxus,update
Buxus hildebrandtii-type,Buxus hildebrandtii type,update
Buxus madagascarica-type,Buxus madagascarica type,update
Byttneria,Ayenia,update
Cadaba-type,Cadaba type,update
Cadaba-type farinosa,Cadaba farinosa type,update
Cadaba-type glandulosa,Cadaba glandulosa type,update
Caesalpinia-type,Caesalpinia type,update
Caesalpinia/Haematoxylon,Caesalpinia/Haematoxylon,update
Caesalpiniaceae undiff.,Caesalpinoideae,update
Calamus deerratus,Calamus deerratus,update
Calligonum polygonoides,Calligonum polygonoides,update
Caloncoba-type,Caloncoba type,update
Calpocalyx-type,Calpocalyx type,update
Calpocalyx-type aubrevillei,Calpocalyx aubrevillei type,update
Calpocalyx-type klainei,Calpocalyx klainei type,update
Calpocalyx-type letestui,Calpocalyx letestui type,update
Calpurnia aurea,Calpurnia aurea,update
Calvoa,Calvoa,update
Calycobolus-type,Calycobolus type,update
Campanula-type,Campanula type,update
Campanulaceae undiff.,Campanulaceae,update
Campylospermum,Campylospermum,update
Campylospermum densiflorum-type,Campylospermum densiflorum type,update
Campylostemon,Campylostemon,update
Canarium-type,Canarium type,update
Canavalia-type,Canavalia type,update
Caperonia serrata-type,Caperonia serrata type,update
Capitanya-type otostegioides,Coleus otostegioides type,update
Capparidaceae undiff.,Capparaceae,update
Capparis,Capparis,update
Capparis decidua-type,Capparis decidua type,update
Capparis erythrocarpos-type,Capparis erythrocarpos type,update
Capparis fascicularis-type,Capparis fascicularis type,update
Capparis sepiaria-type,Capparis sepiaria type,update
Capparis tomentosa-type,Capparis tomentosa type,update
Carapa-type,Carapa type,update
Carapa-type procera,Carapa procera type,update
Cardiospermum,Cardiospermum,update
Cardiospermum halicacabum-type,Cardiospermum halicacabum type,update
Carduus-type,Carduus type,update
Carissa,Carissa,update
Carissa edulis-type,Carissa spinarum type,update
Carpinus,Carpinus,update
Carya,Carya,update
Caryophyllaceae undiff.,Caryophyllaceae,update
Casearia,Casearia,update
Cassia-type,Cassia type,update
Cassia-type didymobotrya,Senna didymobotrya type,update
Cassia-type italica,Senna italica type,update
Cassia-type mimosoides,Chamaecrista mimosoides type,update
Cassia-type occidentalis,Senna occidentalis type,update
Cassia-type singueana,Senna singueana type,update
Cassine,Cassine,update
Castanea,Castanea,update
Casuarina,Casuarina,update
Casuarina equisetifolia-type,Casuarina equisetifolia type,update
Catha-type edulis,Catha edulis type,update
Cathaya,Cathaya,update
Catunaregam-type,Catunaregam type,update
Catunaregam-type nilotica,Catunaregam nilotica type,update
Caucanthus-type,Caucanthus type,update
Caucanthus-type edulis,Caucanthus edulis type,update
Caylusea-type,Caylusea type,update
Cayratia-type,Cayratia type,update
Cayratia-type ibuensis,Cayratia ibuensis type,update
Cedrus,Cedrus,update
Ceiba pentandra,Ceiba pentandra,update
Celastraceae undiff.,Celastraceae,update
Celastraceae/Hippocrateaceae undiff.,Celastraceae,update
Celosia argentea-type,Celosia argentea type,update
Celosia-type,Celosia type,update
Celosia-type trigyna,Celosia trigyna type,update
Celsia,Celsia,update
Celtis,Celtis,update
Celtis africana-type,Celtis africana type,update
Celtis toka-type,Celtis toka type,update
Centaurea perrotettii,Centaurea perrottettii,update
Centaurea-type,Centaurea type,update
Centaurea-type jacea,Centaurea jacea type,update
Centaurea-type perrottetii,Centaurea perrottettii type,update
Centaurea-type scabiosa,Centaurea scabiosa type,update
Centaurea-type sinaica,Centaurea sinaica type,update
Centaurea/Tarchonanthus,Centaurea/Tarchonanthus,update
Centemopsis-type,Centemopsis type,update
Centemopsis-type gracilenta,Centemopsis gracilenta type,update
Centrosema-type,Centrosema type,update
Cephalaria,Cephalaria,update
Cerastium afromontanum-type,Cerastium afromontanum type,update
Cerastium-type octandrum,Cerastium octandrum type,update
Ceratonia oreothauma,Ceratonia oreothauma,update
Cercestis-type congoensis,Cercestis congoensis type,update
Ceriops tagal,Ceriops tagal,update
Chaetacme aristata,Chaetacme aristata,update
Chaetocarpus africanus,Chaetocarpus africanus,update
Chascanum,Chascanum,update
Chassalia,Chassalia,update
Chassalia kolly-type,Chassalia kolly type,update
Cheilanthes/Pellaea,Cheilanthes/Hemionites,update
Chenopodiaceae undiff.,Amaranthaceae,update
Chenopodium-type,Chenopodium type,update
Chionanthus mildbraedii-type,Chionanthus mildbraedii type,update
Chlorophytum-type,Chlorophytum type,update
Chouxia-type,Chouxia type,update
Christiana africana,Christiana africana,update
Chrozophora,Chrozophora,update
Chrozophora brocchiana-type,Chrozophora brocchiana type,update
Chrysobalanaceae undiff.,Chrysobalanaceae,update
Chrysobalanus icaco/Parinari,Chrysobalanus icaco/Parinari,update
Chrysobalanus-type icaco,Chrysobalanus icaco type,update
Chrysophyllum-type,Chrysophyllum type,update
Chrysophyllum-type bangweolense,Donella bangweolense type,update
Cichorieae undiff.,Cichorioideae,update
Cissampelos-type,Cissampelos type,update
Cissampelos-type mucronata,Cissampelos mucronata type,update
Cissus,Cissus,update
Cissus quadrangularis-type,Cissus quadrangularis type,update
Cistaceae undiff.,Cistaceae,update
Cistanche,Cistanche,update
Cistus,Cistus,update
Citrullus,Citrullus,update
Citrus,Citrus,update
Clappertonia ficifolia-type,Clappertonia ficifolia type,update
Clausena anisata,Clausena anisata,update
Cleistanthus-type,Cleistanthus type,update
Cleistanthus-type polystachyus,Cleistanthus polystachyus type,update
Cleistopholis-type patens,Cleistopholis patens type,update
Clematis-type,Clematis type,update
Clematis-type hirsuta,Clematis hirsuta type,update
Cleome-type,Cleome type,update
Cleome-type arabica,Cleome arabica type,update
Cleome-type brachycarpa,Cleome brachycarpa type,update
Cleome-type gynandra,Cleome gynandra type,update
Cleome-type monophylla,Cleome monophylla type,update
Cleome-type rutidosperma,Cleome rutidosperma type,update
Cleome-type scaposa,Cleome scaposa type,update
Cleome-type usambarica,Cleome usambarica type,update
Clerodendrum,Clerodendrum,update
Cliffortia,Cliffortia,update
Cliffortia nitidula-type,Cliffortia nitidula type,update
Clusiaceae undiff.,Clusiaceae,update
Clutia,Clutia,update
Cnestis-type,Cnestis type,update
Cnestis-type ferruginea,Cnestis ferruginea type,update
Coccinia,Coccinia,update
Coccinia grandis-type,Coccinia grandis type,update
Cocculus,Cocculus,update
Cocculus hirsutus-type,Cocculus hirsutus type,update
Cocculus pendulus-type,Cocculus pendulus type,update
Cochlospermum,Cochlospermum,update
Cocos nucifera,Cocos nucifera,update
Coffea,Coffea,update
Cola cordifolia-type,Cola cordifolia type,update
Cola-type,Cola type,update
Cola-type nitida,Cola nitida type,update
Colchicaceae undiff.,Colchicaceae,update
Colophospermum mopane,Colophospermum mopane,update
Colpothrinax,Colpothrinax,update
Combretaceae undiff.,Combretaceae,update
Combretum-type,Combretum type,update
Combretum-type aculeatum,Combretum aculeatum type,update
Combretum-type glutinosum,Combretum glutinosum type,update
Combretum-type molle,Combretum molle type,update
Combretum-type paniculatum,Combretum paniculatum type,update
Commelina-type,Commelina type,update
Commelina-type benghalensis,Commelina benghalensis type,update
Commelina-type capitata,Commelina capitata type,update
Commelina-type forskalaei,Commelina forskaolii type,update
Commelinaceae undiff.,Commelinaceae,update
Commicarpus-type,Commicarpus type,update
Commicarpus-type plumbagineus,Commicarpus plumbagineus type,update
Commiphora,Commiphora,update
Commiphora africana-type,Commiphora africana type,update
Commiphora edulis-type,Commiphora edulis type,update
Commiphora madagascarensis-type,Commiphora madagascariensis type,update
Connaraceae undiff.,Connaraceae,update
Conocarpus,Conocarpus,update
Convolvulaceae undiff.,Convolvulaceae,update
Convolvulus-type,Convolvulus type,update
Copaifera-type,Copaifera type,update
Copaifera-type salikounda,Copaifera salikounda type,update
Corbichonia-type decumbens,Corbichonia decumbens type,update
Corchorus-type,Corchorus type,update
Corchorus-type fascicularis,Corchorus fascicularis type,update
Corchorus-type olitorius,Corchorus olitorius type,update
Cordia,Cordia,update
Cordia africana-type,Cordia africana type,update
Cornulaca,Cornulaca,update
Cornulaca monacantha-type,Cornulaca monacantha type,update
Corylus,Corylus,update
Cotinus,Cotinus,update
Cotula-type anthemoides,Cotula anthemoides type,update
Coula edulis,Coula edulis,update
Crassocephalum-type,Crassocephalum type,update
Crassocephalum-type montuosum,Crassocephalum montuosum type,update
Crassula,Crassula,update
Crassula alba-type,Crassula alba type,update
Crassula hedbergii-type,Crassula granvikii type,update
Crassulaceae undiff.,Crassulaceae,update
Craterispermum,Craterispermum,update
Crateva adansonii,Crateva adansonii,update
Crepis-type,Crepis type,update
Cressa-type cretica,Cressa cretica type,update
Crinum,Crinum,update
Crossandra,Crossandra,update
Crossopteryx febrifuga,Crossopteryx febrifuga,update
Crotalaria,Crotalaria,update
Croton-type,Croton type,update
Croton-type macrostachyus,Croton macrostachyus type,update
Croton/Jatropha,Croton/Jatropha,update
Croton/Neoboutonia,Croton/Neoboutonia,update
Crudia-type,Crudia type,update
Crudia-type gabonensis,Crudia gabonensis type,update
Cryptosepalum,Cryptosepalum,update
Cucumis,Cucumis,update
Cucumis dipsaceus-type,Cucumis dipsaceus type,update
Cucurbitaceae undiff.,Cucurbitaceae,update
Culcasia scandens-type,Culcasia scandens type,update
Cupressaceae undiff.,Cupressaceae,update
Cupressus-type,Cupressus type,update
Cupressus-type lusitanica,Hesperocyparis lusitanica,update
Curculigo,Curculigo,update
Cuscuta-type,Cuscuta type,update
Cussonia,Cussonia,update
Cussonia arborea-type,Cussonia arborea type,update
Cuviera,Cuviera,update
Cyathea,Cyathea,update
Cyathea manniana-type,Alsophila manniana type,update
Cyathogyne,Thecacoris,update
Cyathula-type,Cyathula type,update
Cyathula-type orthacantha,Cyathula orthacantha type,update
Cylicodiscus-type gabunensis,Cylicodiscus gabunensis type,update
Cynoglossum-type,Cynoglossum type,update
Cynometra-type,Cynometra type,update
Cynomorium coccineum,Cynomorium coccineum,update
Cyperaceae undiff.,Cyperaceae,update
Cyperus-type conglomeratus,Cyperus conglomeratus type,update
Cyperus-type laevigatus,Cyperus laevigatus type,update
Cyphostemma-type,Cyphostemma type,update
Cystopteris,Cystopteris,update
Cyttaranthus congolensis,Cyttaranthus congolensis,update
Dacryodes-type,Dacryodes type,update
Dalbergia,Dalbergia,update
Dalechampia,Dalechampia,update
Daniellia,Daniellia,update
Davallia-type,Davallia type,update
Davalliaceae undiff.,Polypodiaceae,update
Decarya madagascariensis,Decarya madagascariensis,update
Deinbollia-type,Deinbollia type,update
Delonix,Delonix,update
Delonix elata-type,Delonix elata type,update
Delphinium,Delphinium,update
Desmodium,Desmodium,update
Desmodium repandum-type,Hylodesmum repandum type,update
Desplatsia-type,Desplatsia type,update
Detarium,Detarium,update
Dialium,Dialium,update
Dialium guineense-type,Dialium guineense type,update
Dianthus-type,Dianthus type,update
Dichondra-type micrantha,Dichondra micrantha type,update
Dichostemma-type glaucescens,Dichostemma glaucescens type,update
Dichrostachys,Dichrostachys,update
Dichrostachys cinerea-type,Dichrostachys cinerea type,update
Dicliptera-type,Dicliptera type,update
Dicoma,Dicoma,update
Dictyandra,Dictyandra,update
Didelotia-type,Didelotia type,update
Didierea,Didierea,update
Digera-type muricata,Digera muricata type,update
Diodia-type,Diodia type,update
Dioscorea,Dioscorea,update
Diospyros,Diospyros,update
Dipsacaceae undiff.,Dipsacaceae,update
Dipsacus,Dipsacus,update
Dipsacus pinnatifidus-type,Dipsacus pinnatifidus type,update
Dipterocarpaceae undiff.,Dipterocarpaceae,update
Dipterygium-type glaucum,Cleome pallida type,update
Dobera-type,Dobera type,update
Dobera-type glabra,Dobera glabra type,update
Dodonaea,Dodonaea,update
Dodonaea angustifolia-type,Dodonaea viscosa subsp angustifolia type,update
Dodonaea viscosa-type,Dodonaea viscosa type,update
Dolichos-type,Dolichos type,update
Dombeya-type,Dombeya type,update
Dombeya-type buettneri,Dombeya buettneri type,update
Dombeya-type quinqueseta,Dombeya quinqueseta type,update
Dorstenia africana-type,Dorstenia africana type,update
Dorstenia barteri-type,Dorstenia barteri type,update
Dorstenia foetida-type,Dorstenia foetida type,update
Dorstenia kameruniana-type,Dorstenia kameruniana type,update
Dorstenia zanzibarica-type,Dorstenia zanzibarica type,update
Dorstenia-type,Dorstenia type,update
Dorstenia-type scaphigera,Hijmania scaphigera type,update
Dracaena,Dracaena,update
Dracaena afromontana-type,Dracaena afromontana type,update
Dracaena steudneri-type,Dracaena steudneri type,update
Drimia,Drimia,update
Drimiopsis,Drimiopsis,update
Drosanthemum-type,Drosanthemum type,update
Drymaria cordata-type,Drymaria cordata type,update
Drypetes-type,Drypetes type,update
Drypetes-type molunduana,Drypetes molunduana type,update
Duosperma,Duosperma,update
Duparquetia orchidacea,Duparquetia orchidacea,update
Dyschoriste-type,Dyschoriste type,update
Ebenaceae undiff.,Ebenaceae,update
Echinops,Echinops,update
Echinops spinosus-type,Echinops spinosus type,update
Echiochilon,Echiochilon,update
Ehretia,Ehretia,update
Ehretia cymosa-type,Ehretia cymosa type,update
Ekebergia-type,Ekebergia type,update
Ekebergia-type capensis,Ekebergia capensis type,update
Elaeis guineensis,Elaeis guineensis,update
Elaeocarpaceae undiff.,Elaeocarpaceae,update
Elaeocarpus,Elaeocarpus,update
Elaeophorbia-type drupifera,Euphorbia drupifera type,update
Embelia-type,Embelia type,update
Encephalartos,Encephalartos,update
Englerophytum,Englerophytum,update
Enicostema,Enicostema,update
Entada-type,Entada type,update
Entada-type abyssinica,Entada abyssinica type,update
Entada-type gigas,Entada gigas type,update
Entada/Piptadeniastrum,Entada/Piptadeniastrum,update
Entada/Prosopis,Entada/Prosopis,update
Entandrophragma-type,Entandrophragma type,update
Ephedra,Ephedra,update
Ephedra distachya-type,Ephedra distachya type,update
Ephedra fragilis-type,Ephedra fragilis type,update
Ephippiandra,Ephippiandra,update
Epilobium-type,Epilobium type,update
Equisetum,Equisetum,update
Erica-type,Erica type,update
Erica-type arborea,Erica arborea type,update
Erica-type comorensis,Erica comorensis type,update
Ericaceae undiff.,Ericaceae,update
Eriocaulaceae undiff.,Eriocaulaceae,update
Eriocaulon-type,Eriocaulon type,update
Eriocoelum,Eriocoelum,update
Eriocoelum macrocarpum-type,Eriocoelum macrocarpum type,update
Eriosema-type,Eriosema type,update
Erodium,Erodium,update
Erythrina,Erythrina,update
Erythrina abyssinica-type,Erythrina abyssinica type,update
Erythrococca-type,Erythrococca type,update
Erythrococca-type africana,Erythrococca africana type,update
Erythrophleum-type,Erythrophleum type,update
Erythroxylaceae undiff.,Erythroxylaceae,update
Erythroxylum,Erythroxylum,update
Eucalyptus-type,Eucalyptus type,update
Euclea,Euclea,update
Eugenia-type,Eugenia type,update
Eugenia/Syzygium,Eugenia/Syzygium,update
Euphorbia-type,Euphorbia type,update
Euphorbia-type abyssinica,Euphorbia abyssinica type,update
Euphorbia-type acalyphoides,Euphorbia acalyphoides type,update
Euphorbia-type hirta,Euphorbia hirta type,update
Euphorbia-type indica,Euphorbia indica type,update
Euphorbiaceae undiff.,Euphorbiaceae,update
Evolvulus-type,Evolvulus type,update
Excoecaria-type,Excoecaria type,update
Fabaceae undiff.,Fabaceae,update
Fadogia-type,Fadogia type,update
Fagaceae undiff.,Fagaceae,update
Fagaropsis-type angolensis,Fagaropsis angolensis type,update
Fagonia,Zygophyllum,update
Fagus,Fagus,update
Faidherbia albida,Faidherbia albida,update
Farsetia,Farsetia,update
Faurea-type,Faurea type,update
Ficalhoa-type laurifolia,Ficalhoa laurifolia type,update
Ficus,Ficus,update
Filicium-type,Filicium type,update
Filipendula,Filipendula,update
Flabellaria-type paniculata,Flabellaria paniculata type,update
Flabellariopsis acuminata,Flabellariopsis acuminata,update
Flacourtia,Flacourtia,update
Flacourtiaceae undiff.,Salicaceae,update
Floscopa-type,Floscopa type,update
Flueggea,Flueggea,update
Flueggea virosa-type,Flueggea virosa type,update
Fraxinus,Fraxinus,update
Fraxinus ornus-type,Fraxinus ornus type,update
Funtumia-type,Funtumia type,update
Gaertnera,Gaertnera,update
Gaertnera paniculata-type,Gaertnera paniculata type,update
Gagnebina,Gagnebina,update
Galiniera saxifraga,Galiniera saxifraga,update
Galium-type,Galium type,update
Galium/Rubia,Galium/Rubia,update
Ganophyllum-type giganteum,Ganophyllum giganteum type,update
Garcinia,Garcinia,update
Garcinia gnetoides-type,Garcinia quadrifaria type,update
Garcinia volkensii-type,Garcinia volkensii type,update
Gardenia-type,Gardenia type,update
Gardenia-type imperialis,Gardenia imperialis type,update
Gardenia-type ternifolia,Gardenia ternifolia type,update
Gardenieae undiff.,Gardenieae,update
Gazania-type,Gazania type,update
Gentianaceae undiff.,Gentianaceae,update
Geraniaceae undiff.,Geraniaceae,update
Geranium,Geranium,update
Gerbera,Gerbera,update
Gilbertiodendron-type,Gilbertiodendron type,update
Gilbertiodendron-type mayombense,Gilbertiodendron mayombense type,update
Gisekia,Gisekia,update
Gisekia pharnacioides-type,Gisekia pharnaceoides type,update
Givotia gosai/Jatropha,Givotia gosai/Jatropha,update
Glenniea-type,Glenniea type,update
Glyphaea brevis,Glyphaea brevis,update
Gnidia-type,Gnidia type,update
Gnidia-type chrysantha,Gnidia chrysantha type,update
Gomphrena,Gomphrena,update
Grammitis,Grammitis,update
Grewia-type,Grewia type,update
Grewia-type tenax,Grewia tenax type,update
Grewia-type villosa,Grewia villosa type,update
Guibourtia,Guibourtia,update
Guibourtia demeusei-type,Guibourtia demeusei type,update
Gunnera perpensa,Gunnera perpensa,update
Gymnocarpos decandrum,Gymnocarpos decander,update
Gymnopteris,Gymnopteris,update
Gypsophila montana,Petroana montana,update
Gyrocarpus,Gyrocarpus,update
Haematostaphis-type barteri,Haematostaphis barteri type,update
Hagenia abyssinica,Hagenia abyssinica,update
Hallea-type,Mitragyna type,update
Hallea-type ledermannii,Mitragyna ledermannii type,update
Hallea-type rubrostipulata,Mitragyna rubrostipulata type,update
Hallea-type stipulosa,Mitragyna stipulosa type,update
Halorrhagaceae undiff.,Haloragaceae,update
Hannoa,Quassia,update
Haplocoelum,Haplocoelum,update
Harpullia-type pendula,Harpullia pendula type,update
Harrisonia abyssinica,Harrisonia abyssinica,update
Harungana,Harungana,update
Harungana madagascariensis-type,Harungana madagascariensis type,update
Hebenstretia,Hebenstretia,update
Hebenstretia dentata-type,Hebenstretia dentata type,update
Hedera,Hedera,update
Heisteria,Heisteria,update
Heliantheae undiff.,Asteroideae,update
Helianthemum,Helianthemum,update
Helichrysum-type,Helichrysum type,update
Helichrysum/Bidens,Helichrysum/Bidens,update
Heliotropium,Heliotropium,update
Heliotropium indicum-type,Heliotropium indicum type,update
Heliotropium ramosissimum-type,Heliotropium ramosissimum type,update
Heliotropium steudneri-type,Heliotropium steudneri type,update
Heliotropium strigosum-type,Euploca strigosa type,update
Hemizygia bracteosa-type,Syncolostemon bracteosus type,update
Heritiera littoralis,Heritiera littoralis,update
Hermannia-type,Hermannia type,update
Heteromorpha-type,Heteromorpha type,update
Heteropteris leona,Hemionitis leonina,update
Heterotis-type,Heterotis type,update
Hevea brasiliensis,Hevea brasiliensis,update
Hewittia-type scandens,Hewittia malabarica,update
Hibiscus,Hibiscus,update
Hibiscus micranthus-type,Hibiscus micranthus type,update
Hildebrandtia-type,Hildebrandtia type,update
Hildebrandtia-type obcordata,Hildebrandtia obcordata type,update
Hildegardia barteri,Hildegardia barteri,update
Hippocratea-type,Hippocratea type,update
Hippocrateaceae undiff.,Celastraceae,update
Hippophae,Hippophae,update
Hirpicium-type diffusum,Hirpicium diffusum type,update
Holarrhena-type,Holarrhena type,update
Holoptelea grandis,Holoptelea grandis,update
Homalium,Homalium,update
Hua gaboni,Hua gaboni,update
Hugonia,Hugonia,update
